text,item_id,user_who_published,user_id,ranking,rating,like_count,retweet_count,reply_count,quote_count,algorithm,date
"Join us as we recognize Elizabeth Testa, a first grade teacher at Windemere CLC in Akron, for being at the Head of the Class, powered by @firstenergycorp! https://t.co/eiUOxE3KdP",1369407651914932229,19263978,78.0,10.0,1.0,46,1,2,1,B1-SCSA_PLUS,2023-08-19
[SPONSORED] New Zealand has Asia-Pacific’s greenest future. It tops the climate policy pillar based on the scale of its ambitions to decarbonize and build a sustainable agricultural sector. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/Ga0FSly0UQ,1369226601972563972,15808647,77.0,1.0,5.0,17,9,0,1,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] Iceland tops the Green Future Index, with its pledge to be carbon neutral by 2040 and grand designs for green hydrogen and carbon capture and storage. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/B9ae0WRiuG",1368622654870192131,15808647,77.0,2.0,4.0,19,11,0,0,SCSA-SCSA_PLUS,2023-08-19
"Entrepreneurs know that it's important to build a community—but how? On today's episode of #ProblemSolvers with @heyfeifer, Smart Passive Income's @jayclouse explains how he developed a premium community from a small slice of the site's overall user base. https://t.co/GSzwLDL14n",1369015794248671233,19407053,77.0,3.0,5.0,17,5,2,2,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] “Using a geographic perspective, you can allocate resources, which are always limited, in ways that do the most good,” says Esri's @EsteGeraghty. Read more on location intelligence for improved health outcomes. (With @Esri) https://t.co/GOrg3iYU9V",1369438033892806663,15808647,77.0,4.0,5.0,9,5,0,1,SCSA-SCSA_PLUS,2023-08-19
[SPONSORED] Location intelligence can identify shortfalls in getting underserved communities vaccinated. “That geographic perspective will help find gaps. Who is left out? Who isn't in the range of identified facilities?” says @EsteGeraghty. (With @Esri) https://t.co/5n6aLJCb8s,1369619124318580736,15808647,77.0,5.0,5.0,11,4,0,1,SCSA-SCSA_PLUS,2023-08-19
And what does it look like to create sustainable jobs across the supply chain? We look forward to welcoming @MarvinREllison of @Lowes to the virtual stage. https://t.co/Dre79kVy4P,1369395335769038849,14800270,77.0,6.0,5.0,9,5,0,0,SCSA-SCSA_PLUS,2023-08-19
"Spiegel: ""As a society, we have historically been very pessimistic about new technology…we shouldn't shame them because they're new, but seek to understand them. I think AR can have tremendous benefits to education."" #FCMostInnovative https://t.co/1YczMXz5Fa",1369315042236174343,2735591,77.0,7.0,3.0,2,0,0,0,SCSA-SCSA_PLUS,2023-08-19
Want to support more journalism like this? Subscribe to WIRED for just $5 a year and get full access to our website and magazine https://t.co/l9FUptKwgd https://t.co/iaCexurIpK,1369458171467591683,1344951,77.0,8.0,4.0,4,0,0,0,SCSA-SCSA_PLUS,2023-08-19
@dianeford25 @RosieWybrant Children under 12 years of age do not need a PCR test. Those 12 and older will need one.,1364851499042537474,19110632,77.0,9.0,5.0,0,0,1,0,SCSA-SCSA_PLUS,2023-08-19
"@Vanshika_223 No, although interesting guess. Try somewhere in the UK...",1352554075657801732,19110632,77.0,10.0,5.0,1,0,0,0,SCSA-SCSA_PLUS,2023-08-19
A House Judiciary panel focused on antitrust will hear from three witnesses on Friday who represent a range of news organizations with concerns about how big tech platforms like Facebook and Google increasingly dominate their industry https://t.co/9dkhqgEVLe https://t.co/VLCMRiDgSP,1369614175048249346,25562270,77.0,1.0,5.0,31,12,6,1,SC-SCSA_PLUS,2023-08-19
@qayyumabro @dazchild @scottishwildcat @BrianBarilla Happy to help out here! Nvidia says it will deliberately reduce the efficiency of its latest card by 50% when it is used to mine the crypto-currency Ethereum - but it will also sell a bespoke crypto-currency mining processor,1362776603047165957,621583,77.0,2.0,4.0,2,0,1,1,SC-SCSA_PLUS,2023-08-19
"""What we see (at @HOOKED) is the types of stories that really work are ones where you're able to evoke a very strong emotion in a very short amount of time…that need is so much stronger now because of our isolation."" — @prernagupta #FCMostInnovative https://t.co/gtTOp5SHtR",1369326799709212680,2735591,77.0,3.0,4.0,6,2,0,0,SC-SCSA_PLUS,2023-08-19
#FCMostInnovative company @Hipcamp offers travelers a variety of options that inspire people to get outside and become stewards of the land. https://t.co/lEvrC9ebVq,1369311531360518146,2735591,77.0,4.0,4.0,8,1,0,0,SC-SCSA_PLUS,2023-08-19
"Today's #FCMostInnovative agenda includes @Snapchat's @evanspiegel, @MatthewACherry, @terencecarter, @HOOKED'S @prernagupta, @Shopify's @harleyf, and @RebeccaMinkoff: https://t.co/11bHHokKEY https://t.co/vIGei2QsIW",1369298875719311360,2735591,77.0,5.0,4.0,6,3,0,0,SC-SCSA_PLUS,2023-08-19
.@RebeccaMinkoff's prediction on retail after the pandemic. #FCMostInnovative https://t.co/gtTOp5SHtR https://t.co/12eYt04qjm,1369405604595400711,2735591,77.0,6.0,5.0,4,0,0,0,SC-SCSA_PLUS,2023-08-19
"@benjaminjtking @NomadKeith @Livingstonsworl It will open some hotels next to airports and ports. Sadly he pandemic has been harsh on the travel, leisure and hospitality industry with many closing down.",1354011094751260673,19110632,77.0,7.0,4.0,1,0,0,0,SC-SCSA_PLUS,2023-08-19
@KeithRobo1984 @TeletextHoliday @WaynePerks_ @PSQB_travfraud @MartinSLewis @_alicebeer @piersmorgan @pip_says @englandtravell Teletext are TTA protected. You should be able to get a refund. Check out https://t.co/ljDb4G7Leg,1349377838722519040,19110632,77.0,8.0,4.0,1,1,1,0,SC-SCSA_PLUS,2023-08-19
@KeithRobo1984 @TeletextHoliday @WaynePerks_ @PSQB_travfraud @MartinSLewis @_alicebeer @piersmorgan @pip_says @englandtravell Email the support group. There is a contact form you can use here  https://t.co/yOdr1oeoGm,1349380288783253504,19110632,77.0,9.0,5.0,0,1,0,0,SC-SCSA_PLUS,2023-08-19
@NomadKeith @Livingstonsworl It's harsh on the hospitality industry for sure.,1353672852747284480,19110632,77.0,10.0,5.0,0,0,0,0,SC-SCSA_PLUS,2023-08-19
"""When the light erupted at sunset, I knew I got the shot,"" writes #YourShot photographer Peter Coskun, who waited several years for the perfect timing to capture this dramatic scene. https://t.co/QaV4Ybsd6W",1367625947462184961,36184220,77.0,1.0,3.0,894,123,7,8,CS-SCSA_PLUS,2023-08-19
"From southern American cornbread to south Asian roti, bread has a permanent place on our plates and in our hearts. https://t.co/1QEQ4SwxBT",1363322581076619265,36184220,77.0,2.0,5.0,178,31,2,3,CS-SCSA_PLUS,2023-08-19
"Ah, Italy. The mere sound of the word is enough to make you daydream of la dolce vita. #sponsored by @martinirossius https://t.co/jzqFrTwnv7",1369521918412472320,16211434,77.0,3.0,2.0,48,11,1,1,CS-SCSA_PLUS,2023-08-19
Kayak Is Opening Its First Hotel in Miami Beach — and It's Going to Be So Futuristic  https://t.co/Kg9446Dlq2,1369499281833537540,16211434,77.0,4.0,2.0,17,6,0,0,CS-SCSA_PLUS,2023-08-19
Listen to Lonely Planet's @chriszeiher on the latest podcast episode of Talk with Trace. They talk about everything from the founding of Lonely Planet to going into the digital world. https://t.co/pGJWgdRakj,1369181189932777474,15066760,77.0,5.0,2.0,9,4,1,2,CS-SCSA_PLUS,2023-08-19
"Sharron Livingston shares her thoughts on this tricky-to-answer question: Is it too early to book a summer holiday?

https://t.co/AFrL1Rxmfo",1352922753565863936,19110632,77.0,6.0,3.0,11,2,0,1,CS-SCSA_PLUS,2023-08-19
"10 of our favorite beaches from all across Florida: Daytona, Delray, St. Pete, Siesta, more: https://t.co/Y8Wv705rez https://t.co/wJBZSuqNpe",1368999972792844292,24016767,77.0,7.0,4.0,5,2,1,1,CS-SCSA_PLUS,2023-08-19
How can we get our deposit back after our holiday cottage fell through? https://t.co/9LjmgxyxWp,1361209516277174279,21887420,77.0,8.0,4.0,5,3,0,0,CS-SCSA_PLUS,2023-08-19
What's open and closed in SoCal under state's latest COVID rules https://t.co/IIdSwghxce,1349357033301159936,9676212,77.0,9.0,3.0,1,3,0,0,CS-SCSA_PLUS,2023-08-19
New Orleans Mardi Gras joins procession of canceled parades https://t.co/rLuaTJGgQ4,1329140321402445824,9676212,77.0,10.0,3.0,2,1,0,1,CS-SCSA_PLUS,2023-08-19
"From parrots to dogs to chickens, domestic animals are alleviating some of the stress and boredom of quarantine life. https://t.co/ZAV8TJ1Rp5",1366588589191147526,36184220,77.0,1.0,4.0,158,13,4,4,B1-SCSA_PLUS,2023-08-19
"""I realized, OK, so this is the first detection of such an unusual shape in the sky. That is definitely the first time, and it will imply we found some invisible thing. So at that moment I started to understand this exciting result.” https://t.co/4zpTnBrY8p",1369552733536219138,1344951,77.0,2.0,3.0,97,27,2,2,B1-SCSA_PLUS,2023-08-19
Transhumanists are united in their belief that technology can unlock a new way of being. https://t.co/SB0M3eMfX0,1369598009084887043,15808647,77.0,3.0,4.0,52,20,1,2,B1-SCSA_PLUS,2023-08-19
"Female Business Owners Share Successes, Challenges, and Advice for Entrepreneurs | by @yelpforbusiness #internationalwomensday https://t.co/wDdY5MSeky https://t.co/ZyxUFKMQ9a",1368923387532369922,19407053,77.0,4.0,5.0,28,13,0,0,B1-SCSA_PLUS,2023-08-19
"When I got a call saying there was one available, I had to do some ethical gymnastics and decide whether to take it.
https://t.co/uuIk8KlNWo",1368835740529000449,15808647,77.0,5.0,4.0,12,7,0,1,B1-SCSA_PLUS,2023-08-19
My Company Helps Women Get Jobs. Here's What the Past Year Taught Me. | by @fairygodboss https://t.co/zKha9f5BkS,1369038985188831234,19407053,77.0,6.0,2.0,14,5,0,1,B1-SCSA_PLUS,2023-08-19
Space enthusiasts claim they have decoded a hidden message on the British-made parachute that helped NASA's Perseverance rover to land safely on Mars https://t.co/py28V3qafM,1364311211194675203,1124816718,77.0,7.0,3.0,2,2,0,1,B1-SCSA_PLUS,2023-08-19
"More than half of all trained pilots no longer working
https://t.co/F288Sqeg1N",1354908861572935681,53372965,77.0,8.0,5.0,1,3,0,0,B1-SCSA_PLUS,2023-08-19
@WanderingMonke3 Correct continent! The country in question is a similar size to Slovenia ?,1352325551621595136,19110632,77.0,9.0,4.0,1,0,0,0,B1-SCSA_PLUS,2023-08-19
Turkey trots are going virtual. These nine raise money for charity https://t.co/WAfpplV62U,1328394654375698433,9676212,77.0,10.0,4.0,0,0,0,0,B1-SCSA_PLUS,2023-08-19
"If you bought or found them unknowingly, the reward is the same. I continue to love you Ryan Fischer, you risked your life to fight for our family. You’re forever a hero.",1365416645624143873,14230524,76.0,1.0,2.0,114560,10398,1962,337,SCSA-SCSA_PLUS,2023-08-19
"My intention is to acknowledge our past, be healing for our present, and passionate for a future where we work together lovingly. I will sing to the hearts of all people who live on this land. Respectfully and kindly, Lady Gaga. ❤️????",1351920546011893761,14230524,76.0,2.0,2.0,112780,8208,2781,475,SCSA-SCSA_PLUS,2023-08-19
"@yelyahwilliams This made my heart race/double in size/turn into a confetti cloud of petals, thank you so much. You’re incredible. And this was so nice to read ??",1337463904566456320,17919972,76.0,3.0,2.0,65565,5177,2781,2813,SCSA-SCSA_PLUS,2023-08-19
@gwshclland love u all more always,1358843677582401536,34507480,76.0,4.0,5.0,16815,2043,5362,1444,SCSA-SCSA_PLUS,2023-08-19
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. ?????? #folkloreOnDisneyPlus,1331741612402237443,17919972,76.0,5.0,4.0,15886,1416,1380,559,SCSA-SCSA_PLUS,2023-08-19
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best ? #folkloreOnDisneyPlus",1331744604891344896,17919972,76.0,6.0,2.0,14695,1326,880,370,SCSA-SCSA_PLUS,2023-08-19
@imhregina @arianassnasty the cutest surprise ??? thank YOU,1358843515149504514,34507480,76.0,7.0,4.0,9959,1013,1335,450,SCSA-SCSA_PLUS,2023-08-19
"Photographer: Gray Sorrenti
Creative Director: Jen Brill
Profile Written By: @kahlanabarfield
Hair: @UrsulaStephen
Makeup: @PriscillaOno
Nails: @kimmiekyees",1290659734639521798,79293791,76.0,8.0,4.0,5077,341,131,25,SCSA-SCSA_PLUS,2023-08-19
@mytexaselly @SelenaFanClub you are so talented!!,1353502767352926208,23375688,76.0,9.0,2.0,4023,349,221,45,SCSA-SCSA_PLUS,2023-08-19
"Matte Mauve &amp; Matte Honey Collection launching next Friday, 02.12 at 12PM PT only at https://t.co/DFrKfpnba2 #KKWBEAUTY https://t.co/7EJLEHWp12",1357375687967997959,25365536,76.0,10.0,2.0,2712,126,42,10,SCSA-SCSA_PLUS,2023-08-19
We may not agree with each other but we gotta be gentle with each other.  ✌?,1273231711908872193,19028953,76.0,1.0,5.0,106021,29231,1202,3614,SC-SCSA_PLUS,2023-08-19
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around...",1337020338916499463,17919972,76.0,2.0,5.0,143975,9658,1038,2624,SC-SCSA_PLUS,2023-08-19
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions ?‍♀️,1337022746824499203,17919972,76.0,3.0,4.0,118429,8165,2041,1841,SC-SCSA_PLUS,2023-08-19
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at https://t.co/QYMUTL0IAj",1337021907464499204,17919972,76.0,4.0,5.0,106010,7555,482,549,SC-SCSA_PLUS,2023-08-19
https://t.co/Xv2Uu0fzkv,1362083047785439239,34507480,76.0,5.0,5.0,70847,12043,2468,5203,SC-SCSA_PLUS,2023-08-19
"@preemptivelove: https://t.co/TBXP33fI1d

@impactlebanon: https://t.co/MYCtxrKBl6

Sadalsuud Foundation: https://t.co/j7l2PInSgY

@SaveTheChildren: https://t.co/NKREaT4gAg https://t.co/lKxDwRtSdn",1294010972055592962,79293791,76.0,6.0,4.0,20560,5907,219,93,SC-SCSA_PLUS,2023-08-19
@MariahCarey @IAMJHUD !!! https://t.co/HxOQqFR6r2,1334711453211889665,34507480,76.0,7.0,5.0,21237,2447,2081,608,SC-SCSA_PLUS,2023-08-19
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,1331748997124534274,17919972,76.0,8.0,5.0,11819,931,563,97,SC-SCSA_PLUS,2023-08-19
? “911” REMIXES OUT NOW ? @brunomartini https://t.co/JvytLrMVAI https://t.co/UmwN7IbVcW,1334726779903168512,14230524,76.0,9.0,5.0,8723,1232,246,190,SC-SCSA_PLUS,2023-08-19
@myrarestyles @SelenaFanClub ♥️,1355167587638906880,23375688,76.0,10.0,5.0,2399,281,363,48,SC-SCSA_PLUS,2023-08-19
jade in da shade. https://t.co/NkC6I1iEmP,1358058477785120769,79293791,76.0,1.0,1.0,875094,87788,12126,11898,CS-SCSA_PLUS,2023-08-19
the “forever is the sweetest con” chapter is out now ??  https://t.co/pUCyQgU5Sg https://t.co/krn2QT4ooX,1354658220585922565,17919972,76.0,2.0,2.0,206801,22633,9708,3505,CS-SCSA_PLUS,2023-08-19
oh santa the remix ! by @mariahcarey feat me &amp; the incredible @iamjhud out now ??☁️ and i am no longer in my body https://t.co/ruQUKmy4j0 https://t.co/wanmfNDcic,1334724211689074688,34507480,76.0,3.0,2.0,126484,17808,4907,3841,CS-SCSA_PLUS,2023-08-19
savage show lip combo vibes! all from the new  @fentybeauty limited edition minis!! #STUNNA &amp; #GLOSSBOMB ??? https://t.co/ISDrPBqMAD,1316909183225286657,79293791,76.0,4.0,3.0,69886,4156,1970,594,CS-SCSA_PLUS,2023-08-19
"I want to highlight the importance of voter protection at the polls. @WeTheAction is deploying lawyers to polling places across the country to ensure our votes are protected. If you’re a lawyer or know a lawyer, please sign up for or share We The Action. https://t.co/tQpENn91yN",1318996052049973248,14230524,76.0,5.0,2.0,35356,4059,1325,780,CS-SCSA_PLUS,2023-08-19
cheers to a sunny Cali afternoon... skin protected Of course! @fentyskin #HyDRAViZoR #SPF #CoralReefFriendly #vegan #glutenfree #crueltyfree #clean ... get into it https://t.co/FIIzyxXKmX https://t.co/wf6P1a22zr,1290389884927000582,79293791,76.0,6.0,1.0,27206,1474,727,295,CS-SCSA_PLUS,2023-08-19
Happy Holidays from @hauslabs! Our #BlackFriday sales have started at https://t.co/lfX4GLwMiF &amp; so many of my favorite products are on sale for a special price ?? https://t.co/6Qvp5Ies0R https://t.co/FqdyWmrsBj,1332420899471990786,14230524,76.0,7.0,3.0,25192,2221,1014,437,CS-SCSA_PLUS,2023-08-19
~Muhammad Ali https://t.co/TubTtSmdFL,1268243264156524544,100220864,76.0,8.0,3.0,19639,3640,328,136,CS-SCSA_PLUS,2023-08-19
.@ChayceBeckham How ‘bout THEM apples? ???? #AmericanIdol,1363674987626856448,21447363,76.0,9.0,2.0,2582,180,95,8,CS-SCSA_PLUS,2023-08-19
"RT @fairfightaction: Join us this Thursday for our Rock The Runoff virtual concert. Hosted by @KerryWashington, this is sure to be a night…",1334706123971162115,26565946,76.0,10.0,3.0,0,656,0,0,CS-SCSA_PLUS,2023-08-19
I am deeply honored to be joining @BidenInaugural on January 20 to sing the National Anthem and celebrate the historic inauguration of @JoeBiden and @KamalaHarris! ? https://t.co/MfgcG3j4Aa,1349748316901310464,14230524,76.0,1.0,2.0,265718,24743,7258,4546,B1-SCSA_PLUS,2023-08-19
I’m voting for America #vote #election2020 https://t.co/bspDNkxnhJ,1322665368108716033,14230524,76.0,2.0,3.0,197004,17456,52889,24500,B1-SCSA_PLUS,2023-08-19
? @netflix https://t.co/lLHIqfxrOm https://t.co/tjg1Dbm3OB,1338944728969035776,34507480,76.0,3.0,4.0,178076,12806,7937,1639,B1-SCSA_PLUS,2023-08-19
? https://t.co/LgzKWqjAhX,1357382231816359939,25365536,76.0,4.0,3.0,68554,3034,430,321,B1-SCSA_PLUS,2023-08-19
"I’m just here to brag about the best eye cream on the block! I’m always tired, y’all would never know. Lol! Get into this @fentyskin #FLASHNAP Instant Revival Eye Gel-Cream ???‍♀️ available now on https://t.co/yH0c5ksLob &amp; @Sephora @HarveyNichols @BootsUK https://t.co/B8y4c5jHlZ",1360638198573981696,79293791,76.0,5.0,3.0,20171,1671,968,310,B1-SCSA_PLUS,2023-08-19
"@AshhHuntington @disneyplus @aaron_dessner Thanks, Aaron is one of the most talented people on earth (as well as the most kind) so it felt like a safe place to talk about complex stuff we struggle with. #folkloreOnDisneyPlus",1331756802078334982,17919972,76.0,6.0,2.0,16564,1334,666,115,B1-SCSA_PLUS,2023-08-19
"I may be just a foolish dreamer
But I don't care
'Cause I know my happiness is waiting out there somewhere
Thanks for watching tonight! ♥️ #AmericanIdol https://t.co/SBmpckUCeb",1366222136591872000,21447363,76.0,7.0,3.0,4155,335,167,23,B1-SCSA_PLUS,2023-08-19
#Minefields music video out now! @Faouzia https://t.co/TdkgeoO4E4 https://t.co/vAkpan7Atp,1354853026545102849,18228898,76.0,8.0,2.0,1953,335,77,68,B1-SCSA_PLUS,2023-08-19
@IAMANITABAKER I love you Anita. Thank you so much.,1367946423736537089,100220864,76.0,9.0,4.0,1529,132,41,30,B1-SCSA_PLUS,2023-08-19
?Welcome to Team Legend Pia? I can’t wait to work with you! @BujuBanton @BlakeShelton??‍♂️ have @GwenStefani give you a lesson,1369095591607865347,18228898,76.0,10.0,2.0,593,42,18,2,B1-SCSA_PLUS,2023-08-19
".@sunny asks @osopepatrisse, co-founder of the Black Lives Matter movement, what was the moment that she knew she was Black: “We were learning about slavery in elementary school and two boys who I thought were my best friends came up to me and called me the N-word” #SoulOfANation https://t.co/HBEIQGubqU",1369495249417101312,28785486,74.0,1.0,5.0,260,74,44,7,SCSA-SCSA_PLUS,2023-08-19
"What is the right way to safely and quickly reopen our schools? Join @JakeTapper for a live CNN special. Hear from students, teachers, parents and unions, @DrSanjayGupta and many more. Friday at 9 p.m. ET https://t.co/zSHsm3YCKJ",1369441382973272064,759251,74.0,2.0,4.0,142,38,83,9,SCSA-SCSA_PLUS,2023-08-19
[SPONSORED] New Zealand has Asia-Pacific’s greenest future. It tops the climate policy pillar based on the scale of its ambitions to decarbonize and build a sustainable agricultural sector. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/Ga0FSly0UQ,1369226601972563972,15808647,74.0,3.0,4.0,17,9,0,1,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] Iceland tops the Green Future Index, with its pledge to be carbon neutral by 2040 and grand designs for green hydrogen and carbon capture and storage. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/B9ae0WRiuG",1368622654870192131,15808647,74.0,4.0,3.0,19,11,0,0,SCSA-SCSA_PLUS,2023-08-19
"Entrepreneurs know that it's important to build a community—but how? On today's episode of #ProblemSolvers with @heyfeifer, Smart Passive Income's @jayclouse explains how he developed a premium community from a small slice of the site's overall user base. https://t.co/GSzwLDL14n",1369015794248671233,19407053,74.0,5.0,4.0,17,5,2,2,SCSA-SCSA_PLUS,2023-08-19
